mode,date,TZname_on,TZcode_on,TZname_off,TZcode_off,count
bus,20200327,Bondi Junction Station,517,Parsley Bay,571,66
bus,20200327,Bondi Junction Station,517,Randwick,655,102
bus,20200327,Bondi Junction Station,517,Randwick Plaza,657,114
bus,20200327,Bondi Junction Station,517,Rose Bay Ferry Wharf,574,226
bus,20200327,Bondi Junction Station,517,Rose Bay Towns Rd,573,46
bus,20200327,Bondi Junction Station,517,Waverley,524,156
bus,20200327,Bondi Junction_Waverley Library,525,Darlinghurst_Little Oxford St and Crown St,184,38
bus,20200327,Bondi Junction_Waverley Library,525,Paddington_Flinders St and Taylor St,185,53
bus,20200327,Bondi Junction_Waverley Library,525,Paddington Markets,563,141
bus,20200327,Bondi_Paul St and Kenilworth St,519,Bondi Junction CBD,518,55
bus,20200327,Bondi_Watson St and Grove St,502,Bondi Junction CBD,518,209
bus,20200327,Bondi_Watson St and Grove St,502,Bondi Junction Station,517,189
bus,20200327,Botany Industrial Area,408,Beaconsfield Industrial Area_Green Square Station,264,72
bus,20200327,Botany Industrial Area,408,Mascot_Public School,414,80
bus,20200327,Botany Industrial Area,408,Redfern Station,215,170
bus,20200327,Bradbury Shopping Centre,3200,Campbelltown Town Centre_Campbelltown Station,3215,67
bus,20200327,Brighton-Le-Sands,2756,Rockdale Station,2766,157
bus,20200327,Brighton-Le-Sands,2756,Rockdale Tennis Club,2768,163
bus,20200327,Brisbane Water Secondary College Umina Campus,5381,Woy Woy Station,5397,51
bus,20200327,Brisbane Waters Private Hospital,5398,Woy Woy Station,5397,76
bus,20200327,Broadway Shopping Centre_Glebe_Glebe St and Cowper St,233,Sydney TAFE,144,46
bus,20200327,Broadway Shopping Centre_Glebe_Mountain St and Small St,158,Bathurst St and Elizabeth St,116,55
bus,20200327,Broadway Shopping Centre_Glebe_Mountain St and Small St,158,Sheraton On The Park,98,44
bus,20200327,Broadway Shopping Centre_Glebe_Mountain St and Small St,158,Sydney CBD_Belmore Park,134,53
bus,20200327,Broadway Shopping Centre_Glebe_Mountain St and Small St,158,Sydney CBD_Downing Centre,121,94
bus,20200327,Broadway Shopping Centre_Glebe_Mountain St and Small St,158,Sydney CBD_Savings Bank Building,60,61
bus,20200327,Broadway Shopping Centre_Glebe_Mountain St and Small St,158,Sydney TAFE,144,476
bus,20200327,Bronte,505,Bondi Junction Station,517,95
bus,20200327,Bronte Beach,504,Bondi Junction Station,517,175
bus,20200327,Brookvale Industrial Area,2144,,,73
bus,20200327,Brookvale Industrial Area,2144,Big Bear Shopping Centre,1940,63
bus,20200327,Brookvale Industrial Area,2144,Brookvale Industrial Area,2144,86
bus,20200327,Brookvale Industrial Area,2144,Mackellar Girls High School,2157,102
bus,20200327,Brookvale Industrial Area,2144,Manly Grove Buisness Park,2210,77
bus,20200327,Brookvale Industrial Area,2144,Manly Oval,2208,59
bus,20200327,Brookvale Industrial Area,2144,Mosman Pk,1927,56
bus,20200327,Brookvale Industrial Area,2144,Sydney CBD_Wynyard Station_George St,57,556
bus,20200327,Brookvale Industrial Area,2144,The Corso,2215,102
bus,20200327,Brookvale Oval,2143,Dee Why Plaza,2107,59
bus,20200327,Bungan Head,2022,Basin Beach,2030,36
bus,20200327,Burnside Shopping Centre,1132,Parramatta Station_South,1059,80
bus,20200327,Burwood_Angelo St and Minna St,920,Burwood Plaza,915,100
bus,20200327,Burwood_Elsie St,913,Canada Bay,735,67
bus,20200327,Burwood_Elsie St,913,Concord,703,51
bus,20200327,Burwood_Elsie St,913,Five Dock Public School,738,43
bus,20200327,Burwood_Elsie St,913,Westside Private Hospital,706,74
bus,20200327,Burwood Girls High School,911,Burwood Station_North,895,62
bus,20200327,Burwood Plaza,915,Canada Bay,735,48
bus,20200327,Burwood Station_North,895,,,38
bus,20200327,Burwood Station_North,895,Campsie_Beamish St and Ninth Av,2511,72
bus,20200327,Burwood Station_North,895,Croydon Park_Beaufort St and Kater Pl,934,43
bus,20200327,Burwood Station_North,895,Henley Park,932,85
bus,20200327,Burwood Station_South,896,Burwood Heights_Badminton Rd and Hume Hwy,931,41
bus,20200327,Burwood Station_South,896,Campsie_Beamish St and Ninth Av,2511,238
bus,20200327,Burwood Station_South,896,Croydon Park_Beaufort St and Kater Pl,934,40
bus,20200327,Busby,3601,Liverpool Station,3843,39
bus,20200327,Cabramatta Station_West,3420,Bonnyrigg Shopping Centre,3403,35
bus,20200327,Cabramatta Station_West,3420,Cabramatta West,3430,64
bus,20200327,Cabramatta Station_West,3420,Canley Heights_Peel St and Canley Vale Rd,3439,40
bus,20200327,Cabramatta Station_West,3420,Mount Pritchard,3432,80
bus,20200327,Cammeray,1902,North Sydney_Denison St,1962,50
bus,20200327,Cammeray,1902,Sydney CBD_Lands Dept Building_Bridge St,42,82
bus,20200327,Cammeray_Miller St and Ernest St,1913,Big Bear Shopping Centre,1940,40
bus,20200327,Campbelltown Hospital,3221,Campbelltown Town Centre_Campbelltown Station,3215,44
bus,20200327,Campbelltown Station_North,3213,Claymore Shopping Centre,3231,49
bus,20200327,Campbelltown Town Centre_Campbelltown Station,3215,,,44
bus,20200327,Campbelltown Town Centre_Campbelltown Station,3215,Airds_Riley Park,3201,60
bus,20200327,Campbelltown Town Centre_Campbelltown Station,3215,Airds Village Shopping Centre,3203,62
bus,20200327,Campbelltown Town Centre_Campbelltown Station,3215,Ambarvale High School,3303,61
bus,20200327,Campbelltown Town Centre_Campbelltown Station,3215,Ambarvale Shopping Centre,3299,39
bus,20200327,Campbelltown Town Centre_Campbelltown Station,3215,Campbelltown Hospital,3221,52
bus,20200327,Campbelltown Town Centre_Campbelltown Station,3215,Campbelltown Town Centre_Campbelltown Station,3215,85
bus,20200327,Campbelltown Town Centre_Campbelltown Station,3215,Campbelltown_Waminda Av and Broughton St,3218,40
bus,20200327,Campbelltown Town Centre_Campbelltown Station,3215,Claymore Shopping Centre,3231,38
bus,20200327,Campbelltown Town Centre_Campbelltown Station,3215,Hoddle Ave Shopping Centre,3219,49
bus,20200327,Campbelltown Town Centre_Campbelltown Station,3215,Leumeah_Angle Res,3272,45
bus,20200327,Campbelltown Town Centre_Campbelltown Station,3215,Macarthur Station_South,3220,61
bus,20200327,Campbelltown Town Centre_Campbelltown Station,3215,Narellan Town Centre,3114,68
bus,20200327,Campbelltown Town Centre_Campbelltown Station,3215,Smeaton Grange Industrial Area,3120,36
bus,20200327,Campbelltown Town Centre_Campbelltown Station,3215,Thomas Acres Primary School,3302,50
bus,20200327,Campsie,2515,Belmore South Primary School,2506,54
bus,20200327,Campsie,2515,Campsie Industrial Area,2517,50
bus,20200327,Campsie_Beamish St and Ninth Av,2511,,,41
bus,20200327,Campsie_Beamish St and Ninth Av,2511,Burwood Plaza,915,233
bus,20200327,Campsie_Beamish St and Ninth Av,2511,Burwood Station_North,895,37
bus,20200327,Campsie_Beamish St and Ninth Av,2511,Campsie_Seventh Av and Fifth Av,2509,41
bus,20200327,Campsie_Beamish St and Ninth Av,2511,Sydney International Airport,434,42
bus,20200327,Campsie_Seventh Av and Fifth Av,2509,Burwood Plaza,915,37
bus,20200327,Campsie_Seventh Av and Fifth Av,2509,Campsie_Beamish St and Ninth Av,2511,37
bus,20200327,Canley Heights_Peel St and Canley Vale Rd,3439,Cabramatta Station_West,3420,66
bus,20200327,Canley Heights Primary School,3440,Cabramatta Station_West,3420,39
bus,20200327,Canterbury Memorial Hospital,2514,Burwood Plaza,915,51
bus,20200327,Carlingford Court,1105,Epping Station_West,1407,67
bus,20200327,Carlingford Court,1105,Parramatta Station_South,1059,41
bus,20200327,Carlingford Station,1106,Epping Station_West,1407,37
bus,20200327,Cartwright_Church of Christ,3852,Liverpool Station,3843,59
bus,20200327,Castle Cove,1847,King St and George St,83,39
bus,20200327,Castle Cove,1847,Sydney CBD_Wynyard Station_George St,57,73
bus,20200327,Castle Hill_Crane Rd and Cecil Av,4537,Castle Hill_Crane Rd and Cecil Av,4537,36
bus,20200327,Castle Hill_Crane Rd and Cecil Av,4537,King St and George St,83,48
bus,20200327,Castle Hill_Crane Rd and Cecil Av,4537,Parramatta Station_South,1059,98
bus,20200327,Castle Hill_Crane Rd and Cecil Av,4537,Stockland Mall Baulkham Hills,4505,37
bus,20200327,Castle Hill_Crane Rd and Cecil Av,4537,Sydney CBD_Wynyard Station_George St,57,35
bus,20200327,Castle Hill Industrial Estate,4532,Parramatta Station_South,1059,52
bus,20200327,Castle Towers,4533,The Castle Hill Villages,4551,57
bus,20200327,Casula Shopping Centre,3800,Liverpool Station,3843,59
bus,20200327,Charmhaven,5134,Hunter Institute of Technology_Wyong Campus,5200,37
bus,20200327,Charmhaven,5134,Toukley,5170,43
bus,20200327,Chatswood,1804,Sydney CBD_Galeries Victoria,96,41
bus,20200327,Chatswood,1804,Westfield Chatswood_Chatswood Station_East,1805,108
bus,20200327,Chatswood Chase Shopping Centre,1803,Chatswood,1804,38
bus,20200327,Chatswood Chase Shopping Centre,1803,Willoughby Girls High School,1850,41
bus,20200327,Chatswood_Gibbs St and Smith St,1801,Westfield Chatswood_Chatswood Station_East,1805,78
bus,20200327,Chatswood Golf Club,1817,Chatswood Station_West,1806,45
bus,20200327,Chatswood Station_West,1806,Artarmon Industrial Area_Western End,1841,50
bus,20200327,Chatswood Station_West,1806,Artarmon_Reservoirs,1809,58
bus,20200327,Chatswood Station_West,1806,Chatswood Tennis Club,1814,38
bus,20200327,Chatswood Station_West,1806,Lane Cove North_Kullah Parade,1821,38
bus,20200327,Chatswood Station_West,1806,Lane Cove_Rosenthal Av and Birdwood Av,1825,45
bus,20200327,Chatswood Station_West,1806,Top Ryde Shopping Centre,1571,37
bus,20200327,Chippendale,207,Darlington,239,51
bus,20200327,Chippendale,207,Macdonaldtown Station_North,246,81
bus,20200327,Chippendale,207,Newtown Station_North,247,96
bus,20200327,Chippendale,207,University of Sydney_Main Camperdown Campus,236,39
bus,20200327,City Star Casino,187,Centenary Square and George,72,94
bus,20200327,City Star Casino,187,St James Station,107,56
bus,20200327,Claymore Shopping Centre,3231,Campbelltown Station_North,3213,66
bus,20200327,Clifford Love Footbridge Lane Cove,1816,Chatswood Station_West,1806,68
bus,20200327,Clifford Love Footbridge Lane Cove,1816,Lane Cove_Centennial Ave and Karilla Ave,1820,35
bus,20200327,Clifford Love Footbridge Lane Cove,1816,Sydney CBD_AAP Centre,39,159
bus,20200327,Coca-Cola,1044,Parramatta Station_South,1059,47
bus,20200327,Collaroy,2166,Brookvale Industrial Area,2144,43
bus,20200327,Collaroy,2166,Dee Why Plaza,2107,46
bus,20200327,Collaroy,2166,Sydney CBD_Wynyard Station_George St,57,93
bus,20200327,Colyton Shopping Centre,5024,Westfield_Mt Druitt Station_North,4037,35
bus,20200327,Concord,703,Burwood Station_North,895,45
bus,20200327,Concord Repatriation General Hospital,715,Burwood Station_North,895,39
bus,20200327,Concord Repatriation General Hospital,715,Strathfield Station_North,969,83
bus,20200327,Constitution Hill,1079,Parramatta Station_South,1059,48
bus,20200327,Coogee,602,News Ltd,198,38
bus,20200327,Coogee Beach,604,Bathurst St and Elizabeth St,116,50
bus,20200327,Coogee Beach,604,Bondi Junction Station,517,122
bus,20200327,Coogee Beach,604,Prince Alfred Park,200,71
bus,20200327,Coogee Beach,604,Randwick Plaza,657,113
bus,20200327,Coogee Beach,604,St Pauls,660,44
bus,20200327,Coogee_Mount St and Dudley St,605,Prince Alfred Park,200,52
bus,20200327,Coogee_Mount St and Dudley St,605,Randwick Plaza,657,56
bus,20200327,Coolabah Shopping Centre,1260,Parramatta Station_South,1059,97
bus,20200327,Coral Sea Park,646,Stocklands Mall Maroubra,637,50
bus,20200327,Cremorne Ferry Wharf,1907,Neutral Bay Village Shopping Centre,1905,44
bus,20200327,Crows Nest,1912,Big Bear Shopping Centre,1940,61
bus,20200327,Croydon_Byron St and Bay St,912,Burwood Station_North,895,52
bus,20200327,Croydon Park_Beaufort St and Kater Pl,934,Ashfield Station_South,904,67
bus,20200327,Croydon Park_Portland St and Georges River Rd,935,Burwood Plaza,915,37
bus,20200327,Croydon_Wesley Private Hospital,933,Ashfield Station_South,904,54
bus,20200327,Darlinghurst_Little Oxford St and Crown St,184,Bathurst St and Elizabeth St,116,47
bus,20200327,Darlinghurst_Little Oxford St and Crown St,184,Sydney CBD_Savings Bank Building,60,39
bus,20200327,Darling Island_Pyremont Park,186,Centenary Square and George,72,76
bus,20200327,Darling Mills State Forest North Rocks,1031,King St and George St,83,38
bus,20200327,Darling Mills State Forest North Rocks,1031,Sydney CBD_Wynyard Station_George St,57,50
bus,20200327,Darlington,239,Newtown Station_North,247,42
bus,20200327,Dean Park Shopping Centre,4008,Blacktown Station_North,4105,82
bus,20200327,Dee Why Beach,2114,Brookvale Industrial Area,2144,62
bus,20200327,Dee Why Plaza,2107,,,97
bus,20200327,Dee Why Plaza,2107,Big Bear Shopping Centre,1940,55
bus,20200327,Dee Why Plaza,2107,Brookvale Industrial Area,2144,322
bus,20200327,Dee Why Plaza,2107,Collaroy,2166,67
bus,20200327,Dee Why Plaza,2107,Collaroy Lookout,2163,36
bus,20200327,Dee Why Plaza,2107,Dee Why Plaza,2107,45
bus,20200327,Dee Why Plaza,2107,Dee Why Primary School,2113,52
bus,20200327,Dee Why Plaza,2107,Governor Phillip Lookout,2102,42
bus,20200327,Dee Why Plaza,2107,Long Reef Beach,2167,48
bus,20200327,Dee Why Plaza,2107,Mackellar Girls High School,2157,68
bus,20200327,Dee Why Plaza,2107,Mosman Pk,1927,41
bus,20200327,Dee Why Plaza,2107,Naraweena Public School,2103,63
bus,20200327,Dee Why Plaza,2107,Narrabeen Beach,2161,68
bus,20200327,Dee Why Plaza,2107,Sydney CBD_Wynyard Station_George St,57,495
bus,20200327,Dee Why Plaza,2107,The Corso,2215,46
bus,20200327,Dee Why Plaza,2107,Village Shopping Centre,2028,107
bus,20200327,Dee Why Plaza,2107,Warriewood Square Shopping Centre,2034,60
bus,20200327,Dellwood Shopping Centre,1252,Granville Station_South,1224,59
bus,20200327,Dellwood Shopping Centre,1252,Parramatta Station_South,1059,41
bus,20200327,Diamond Bay,548,Bondi Junction CBD,518,48
bus,20200327,Diamond Bay,548,Bondi Junction Station,517,45
bus,20200327,Doonside Station_North,4134,Doonside High School,4132,37
bus,20200327,Doonside Station_South,4136,Westpoint Centre_Blacktown Station_South,4107,70
bus,20200327,Dover Heights High School,550,Bondi Junction CBD,518,96
bus,20200327,Dover Heights High School,550,Bondi Junction Station,517,147
bus,20200327,Dover Heights_Portland St and Lancaster Rd,549,Bondi Junction CBD,518,36
bus,20200327,Dover Heights_Portland St and Lancaster Rd,549,Bondi Junction Station,517,41
bus,20200327,Druitt St and Kent St,102,Birkenhead Wharf and Shopping Centre,725,108
bus,20200327,Druitt St and Kent St,102,Drummoyne Wharf,723,51
bus,20200327,Druitt St and Kent St,102,Gladesville_Morrison Rd and Ross St,1520,38
bus,20200327,Druitt St and Kent St,102,Rozelle_Easton Pk,831,140
bus,20200327,Druitt St and Kent St,102,Top Ryde Shopping Centre,1571,49
bus,20200327,Drummoyne Wharf,723,Market St and Kent St,92,36
bus,20200327,Drummoyne Wharf,723,Sydney CBD_Galeries Victoria,96,98
bus,20200327,Dulwich High School,942,Marrickville High School,304,69
bus,20200327,Dulwich High School,942,Sydenham Station_East,331,54
bus,20200327,Dundas,1116,Parramatta Station_South,1059,45
bus,20200327,Dunheved High School,5015,St Marys Station_South_East,5011,46
bus,20200327,Earlwood,2524,Earlwood,2524,64
bus,20200327,Earlwood_Turrella Reserve,2520,Marrickville_McNeilly Park,315,37
bus,20200327,Eastgardens Shopping Centre,423,,,57
bus,20200327,Eastgardens Shopping Centre,423,Bondi Junction Station,517,70
bus,20200327,Eastgardens Shopping Centre,423,Eastgardens Shopping Centre,423,51
bus,20200327,Eastgardens Shopping Centre,423,Kingsford_Town Centre,609,105
bus,20200327,Eastgardens Shopping Centre,423,Mascot_Public School,414,144
bus,20200327,Eastgardens Shopping Centre,423,Mascot_Qantas HO,410,172
bus,20200327,Eastgardens Shopping Centre,423,Matraville,625,54
bus,20200327,Eastgardens Shopping Centre,423,Randwick Plaza,657,59
bus,20200327,Eastgardens Shopping Centre,423,Rockdale Station,2766,42
bus,20200327,Eastgardens Shopping Centre,423,Stocklands Mall Maroubra,637,199
bus,20200327,Eastgardens Shopping Centre,423,University of NSW,615,35
bus,20200327,East Gosford,5338,Erina Fair,5323,43
bus,20200327,Eastlakes Shopping Centre,413,Prince Alfred Park,200,51
bus,20200327,Eastlakes Shopping Centre,413,The Lakes Golf Course,417,56
bus,20200327,Eastwood,1503,Macquarie Centre,1539,39
bus,20200327,Eastwood Station,1506,Brush Farm House Eastwood,1508,55
bus,20200327,Eastwood Station,1506,Eastwood,1503,50
bus,20200327,Eastwood Station,1506,Marsfield,1540,43
bus,20200327,Eastwood Station,1506,Telopea Station,1131,41
bus,20200327,Edensor Park Public School,3450,Parramatta Station_South,1059,67
bus,20200327,Edensor Park Public School,3450,Prairievale Primary School,3410,39
bus,20200327,Edgecliff_Manning Rd and Court Rd,541,Edgecliff Station,539,182
bus,20200327,Edgecliff Station,539,Double Bay Plaza,536,81
bus,20200327,Edgecliff Station,539,Nielsen Park,572,50
bus,20200327,Edgecliff Station,539,Parsley Bay,571,76
bus,20200327,Edgecliff Station,539,Rose Bay Ferry Wharf,574,155
bus,20200327,Edgecliff Station,539,Shillings Beach Point Piper,532,133
bus,20200327,Edgecliff Station,539,The Scots College,533,62
bus,20200327,Edgecliff Station,539,Watsons Bay Ferry Wharf,570,39
bus,20200327,Elizabeth Farmhouse Rosehill,1061,Parramatta Station_South,1059,46
bus,20200327,Emerton Village Shopping Centre,4003,Westfield_Mt Druitt Station_North,4037,39
bus,20200327,Enmore_Perry St and Cowper St,300,Newtown_Rawson St and Reiby St,248,83
bus,20200327,Enterprise Park,1517,Sydney CBD_Galeries Victoria,96,46
bus,20200327,Epping Boys High School,1534,Macquarie Centre,1539,78
bus,20200327,Epping Station_East,1406,Epping Boys High School,1534,47
bus,20200327,Epping Station_East,1406,Macquarie Uni Station,1536,36
bus,20200327,Epping Station_East,1406,North Epping,1401,37
bus,20200327,Epping Station_West,1407,Carlingford Court,1105,121
bus,20200327,Epping Station_West,1407,Epping West Primary School,1405,35
bus,20200327,Erina Fair,5323,Gosford Station_East,5334,88
bus,20200327,Erina Fair,5323,St Josephs Girls School,5339,36
bus,20200327,Erina High School,5325,Gosford Station_East,5334,41
bus,20200327,Ermington_River Rd and Lindsay Ave,1124,Parramatta Station_South,1059,63
bus,20200327,Ettalong Markets Ettalong Beach,5383,Woy Woy Station,5397,63
bus,20200327,Everglades Golf Course,5399,Woy Woy Station,5397,69
bus,20200327,Experiment St,155,Centenary Square and George,72,115
bus,20200327,Experiment St,155,Sydney TAFE,144,37
bus,20200327,Fairfield Heights,3464,Fairfield Station_West,3456,115
bus,20200327,Fairfield Hospital _ Stockland Shopping Centre,3471,Fairfield Station_West,3456,36
bus,20200327,Fairfield Station_West,3456,,,44
bus,20200327,Fairfield Station_West,3456,Fairfield East,1212,59
bus,20200327,Fairfield Station_West,3456,Fairfield Heights,3464,177
bus,20200327,Fairfield Station_West,3456,Fairfield Hospital _ Stockland Shopping Centre,3471,55
bus,20200327,Fairfield Station_West,3456,Fairfield Station_West,3456,35
bus,20200327,Fairfield Station_West,3456,Fairfield_West King Rd and Thorney Rd,3467,74
bus,20200327,Fairfield Station_West,3456,Fairvale High School,3468,108
bus,20200327,Fairfield Station_West,3456,Prairievale Primary School,3410,77
bus,20200327,Fairfield Station_West,3456,Smithfield_Smithfield Rd and The Horsley Dr,3492,47
bus,20200327,Fairfield Station_West,3456,Smithfield_The Boulevarde and Alexander St,3494,50
bus,20200327,Fairfield Station_West,3456,Smithfield West Primary School,3491,50
bus,20200327,Fairfield Station_West,3456,Villawood,2318,45
bus,20200327,Fairfield Station_West,3456,Westfields High School,3463,45
bus,20200327,Fairfield West_The Boulevarde and Stella St,3466,Fairfield Station_West,3456,51
bus,20200327,Fassifern Station,6228,Toronto,6230,50
bus,20200327,Figtree_East,5622,Wollongong CBD _Wollongong Station_East,5647,37
bus,20200327,Fisheries Department Sans Souci,2774,Kogarah Station_East,2736,95
bus,20200327,Five Dock_Gt North Rd and Second Ave,736,Burwood Station_North,895,56
bus,20200327,Five Ways Paddington,557,Town Hall Station,104,45
bus,20200327,Forest Lodge_Arundel St and Short St,231,Broadway Shopping Centre_Glebe_Mountain St and Small St,158,101
bus,20200327,Forest Lodge_Arundel St and Short St,231,Glebe_Mitchell St and Westmoreland St,232,42
bus,20200327,Forest Lodge_Arundel St and Short St,231,Sydney CBD_Belmore Park,134,38
bus,20200327,Forest Lodge_Arundel St and Short St,231,Sydney TAFE,144,260
bus,20200327,Forest Lodge_Arundel St and Short St,231,UTS_Ultimo_West,159,47
bus,20200327,Forestridge Business Park,2139,Westfield Chatswood_Chatswood Station_East,1805,54
bus,20200327,Forestville Shopping Centre,2125,King St and George St,83,53
bus,20200327,Forestville Shopping Centre,2125,Sydney CBD_Wynyard Station_George St,57,86
bus,20200327,Forestville Shopping Centre,2125,Westfield Chatswood_Chatswood Station_East,1805,56
bus,20200327,Forestway Shopping Centre,2138,Sydney CBD_Wynyard Station_George St,57,40
bus,20200327,Garden Island,163,Town Hall Station,104,48
bus,20200327,Gladesville,1519,Market St and Kent St,92,41
bus,20200327,Gladesville,1519,Sydney CBD_Galeries Victoria,96,122
bus,20200327,Gladesville_Morrison Rd and Ross St,1520,Top Ryde Shopping Centre,1571,45
bus,20200327,Gladstone Park,806,Westpac Building,82,71
bus,20200327,Glebe_Mitchell St and Westmoreland St,232,Glebe_Mitchell St and Westmoreland St,232,49
bus,20200327,Glebe_Mitchell St and Westmoreland St,232,Glebe_Wigram Rd and Glebe Point Rd,229,93
bus,20200327,Glebe_Mitchell St and Westmoreland St,232,Harold Park_Jubilee Park_Glebe,227,38
bus,20200327,Glebe_Mitchell St and Westmoreland St,232,Sydney TAFE,144,181
bus,20200327,Glendenning Public School,4009,Blacktown Station_North,4105,37
bus,20200327,Glenfield Station_North,3277,Glenfield Station_North,3277,49
bus,20200327,Glenfield Station_South,3279,Macquarie Fields Station_East,3281,60
bus,20200327,Glenwood,3902,Parramatta Station_South,1059,42
bus,20200327,Glenwood_Glenwood Park Dr and Malvern Rd,3901,Blacktown Station_North,4105,78
bus,20200327,Gordon Station_West,1704,Austlink Corporate Park_Belrose,2129,65
bus,20200327,Gordon Station_West,1704,St Ives Village,1732,135
bus,20200327,Gosford Station_East,5334,,,37
bus,20200327,Gosford Station_East,5334,Erina Fair,5323,165
bus,20200327,Gosford Station_East,5334,Gosford Station_East,5334,57
bus,20200327,Gosford Station_East,5334,North Gosford Private Hospital,5332,52
bus,20200327,Gosford Station_East,5334,St Josephs Girls School,5339,101
bus,20200327,Gosford Station_East,5334,Wyoming Shopping Village,5405,59
bus,20200327,Grandstand Pl,278,Sydney CBD_Downing Centre,121,36
bus,20200327,Granville Station_South,1224,Dellwood Shopping Centre,1252,47
bus,20200327,Granville Station_South,1224,Granville,1226,37
bus,20200327,Granville Station_South,1224,Granville_The Trongate and Membrey St,1230,56
bus,20200327,Granville Station_South,1224,Parramatta Station_South,1059,41
bus,20200327,Granville_The Trongate and Membrey St,1230,Granville Station_South,1224,65
bus,20200327,Granville_William St and Carhullen St,1223,Parramatta Station_South,1059,38
bus,20200327,Greenacre Civic Centre,2350,Bankstown Square,2305,42
bus,20200327,Greenacre_Waterloo Rd and Rawson Rd,2348,Bankstown Square,2305,61
bus,20200327,Green Square_Town Centre,279,Botany Industrial Area,408,40
bus,20200327,Green Square_Town Centre,279,Prince Alfred Park,200,43
bus,20200327,Green Square_Town Centre,279,Rosebery_Hayes Rd and Dunning Ave,287,52
bus,20200327,Greenway Shopping Village,2381,Bankstown Station_South,2307,38
bus,20200327,Greenwich Hospital,1831,Chatswood Station_West,1806,40
bus,20200327,Greystanes_Wattle St and Gregory St,1237,Parramatta Station_South,1059,38
bus,20200327,Guildford_Guildford Rd and West St,1254,Parramatta Station_South,1059,39
bus,20200327,Guildford West,1263,Parramatta Station_South,1059,60
bus,20200327,Haberfield_Marion St and Ramsay Rd,951,Leichhardt_Norton Plaza_Italian Forum,819,36
bus,20200327,Hanson Wallgrove Quarry,4045,Westfield_Mt Druitt Station_North,4037,54
bus,20200327,Harold Park_Jubilee Park_Glebe,227,Sydney TAFE,144,39
bus,20200327,Hassall Grove Plaza,4015,Westfield_Mt Druitt Station_North,4037,35
bus,20200327,Hebersham Primary School,4005,Westfield_Mt Druitt Station_North,4037,96
bus,20200327,Hilltop Rd Primary School,1271,Parramatta Station_South,1059,37
bus,20200327,Hinchinbrook_Whitford Rd and Centaurus Dr,3718,Liverpool Station,3843,77
bus,20200327,Homebush Park Business Centre,958,Strathfield Station_North,969,86
bus,20200327,Hornsby Station,1625,Hornsby Ku-ring-gai Hospital,1626,55
bus,20200327,Hornsby Station,1625,Mt Wilga Private Hospital,1622,56
bus,20200327,Hunter Institute of Technology_Wyong Campus,5200,Westfield Tuggerah,5180,46
bus,20200327,Hunters Hill,1526,Sydney CBD_Galeries Victoria,96,48
bus,20200327,Hunters Hill_Park Rd and High St,1525,Sydney CBD_Galeries Victoria,96,35
bus,20200327,Hurstville_Emily St and Barnards Av,2600,Westfield_Hurstville,2606,76
bus,20200327,Hurstville_Empress Res,2653,Blakehurst High School,2656,68
bus,20200327,Hurstville_Empress Res,2653,Hurstville Grove,2630,35
bus,20200327,Hurstville_Empress Res,2653,Southgate Shopping Centre,2944,78
bus,20200327,Hurstville_Empress Res,2653,South Hurstville_Woniora Rd and Connells Point Rd,2654,149
bus,20200327,Hurstville_Forest Rd and Gloucester Rd,2604,Westfield_Hurstville,2606,90
bus,20200327,Ingleburn,3251,Ingleburn High School,3248,56
bus,20200327,Ingleburn High School,3248,Ingleburn,3251,65
bus,20200327,Ingleburn High School,3248,Ingleburn High School,3248,56
bus,20200327,Jamison High School,4945,Penrith CBD_Penrith Station_South,4979,44
bus,20200327,Jamisontown Industrial Area,4940,Penrith CBD_Penrith Station_South,4979,41
bus,20200327,John Paul Ii Senior High School,4116,Blacktown Station_North,4105,322
bus,20200327,Katoomba High School,4623,Katoomba Station_South,4625,44
bus,20200327,Katoomba Station_South,4625,Katoomba High School,4623,37
bus,20200327,Kellyville_Riley T-Way,4559,Parramatta Station_South,1059,54
bus,20200327,Kensington Public School,613,Eastgardens Shopping Centre,423,38
bus,20200327,Kensington Public School,613,Kingsford_Castellorizian Club,618,50
bus,20200327,Kensington Public School,613,Maroubra Junction Public School,636,57
bus,20200327,Kensington Public School,613,Randwick Plaza,657,38
bus,20200327,Kensington Public School,613,University of NSW,615,38
bus,20200327,Kent Rd Primary School,1549,Macquarie Centre,1539,54
bus,20200327,Killarney Vale_Bay Village,5103,The Entrance_Lakeside Shopping Centre,5164,37
bus,20200327,Kingsford_Botany St and Sturt St,620,Maroubra Junction Public School,636,55
bus,20200327,Kingsford_Castellorizian Club,618,Eastgardens Shopping Centre,423,103
bus,20200327,Kingsford_Castellorizian Club,618,Maroubra Junction Public School,636,140
bus,20200327,Kingsford_Castellorizian Club,618,South Sydney High School,640,51
bus,20200327,Kingsford_Town Centre,609,Bathurst St and Elizabeth St,116,107
bus,20200327,Kingsford_Town Centre,609,Bondi Junction Station,517,38
bus,20200327,Kingsford_Town Centre,609,Central Station,146,70
bus,20200327,Kingsford_Town Centre,609,Darlinghurst_Little Oxford St and Crown St,184,36
bus,20200327,Kingsford_Town Centre,609,Prince Alfred Park,200,75
bus,20200327,Kingsford_Town Centre,609,Randwick Plaza,657,50
bus,20200327,Kingsgrove_Caroline St and Edward St,2730,Westfield_Hurstville,2606,37
