mode,date,tap,time,count
bus,20200826,off,15:45,13669
bus,20200826,off,16:00,12200
bus,20200826,off,16:15,11131
bus,20200826,off,16:30,10420
bus,20200826,off,16:45,10170
bus,20200826,off,17:00,9393
bus,20200826,off,17:15,9975
bus,20200826,off,17:30,10240
bus,20200826,off,17:45,10001
bus,20200826,off,18:00,9237
bus,20200826,off,18:15,8637
bus,20200826,off,18:30,7494
bus,20200826,off,18:45,6027
bus,20200826,off,19:00,4807
bus,20200826,off,19:15,4224
bus,20200826,off,19:30,3389
bus,20200826,off,19:45,2855
bus,20200826,off,20:00,2473
bus,20200826,off,20:15,2313
bus,20200826,off,20:30,2000
bus,20200826,off,20:45,1897
bus,20200826,off,21:00,1727
bus,20200826,off,21:15,1727
bus,20200826,off,21:30,1735
bus,20200826,off,21:45,1602
bus,20200826,off,22:00,1460
bus,20200826,off,22:15,1475
bus,20200826,off,22:30,1313
bus,20200826,off,22:45,1028
bus,20200826,off,23:00,873
bus,20200826,off,23:15,719
bus,20200826,off,23:30,535
bus,20200826,off,23:45,419
bus,20200826,on,00:00,228
bus,20200826,on,00:15,211
bus,20200826,on,00:30,164
bus,20200826,on,00:45,143
bus,20200826,on,01:00,142
bus,20200826,on,01:15,124
bus,20200826,on,01:30,148
bus,20200826,on,01:45,90
bus,20200826,on,02:00,111
bus,20200826,on,02:15,90
bus,20200826,on,02:30,149
bus,20200826,on,02:45,79
bus,20200826,on,03:00,111
bus,20200826,on,03:15,75
bus,20200826,on,03:30,95
bus,20200826,on,03:45,124
bus,20200826,on,04:00,162
bus,20200826,on,04:15,161
bus,20200826,on,04:30,377
bus,20200826,on,04:45,665
bus,20200826,on,05:00,1034
bus,20200826,on,05:15,1823
bus,20200826,on,05:30,2557
bus,20200826,on,05:45,3346
bus,20200826,on,06:00,4570
bus,20200826,on,06:15,5505
bus,20200826,on,06:30,6247
bus,20200826,on,06:45,6459
bus,20200826,on,07:00,8958
bus,20200826,on,07:15,11606
bus,20200826,on,07:30,15136
bus,20200826,on,07:45,17228
bus,20200826,on,08:00,17372
bus,20200826,on,08:15,16183
bus,20200826,on,08:30,13336
bus,20200826,on,08:45,9949
bus,20200826,on,09:00,8619
bus,20200826,on,09:15,7452
bus,20200826,on,09:30,6934
bus,20200826,on,09:45,6254
bus,20200826,on,10:00,6479
bus,20200826,on,10:15,6376
bus,20200826,on,10:30,6263
bus,20200826,on,10:45,5845
bus,20200826,on,11:00,6105
bus,20200826,on,11:15,6243
bus,20200826,on,11:30,6329
bus,20200826,on,11:45,5924
bus,20200826,on,12:00,6197
bus,20200826,on,12:15,6685
bus,20200826,on,12:30,6491
bus,20200826,on,12:45,6655
bus,20200826,on,13:00,6749
bus,20200826,on,13:15,6830
bus,20200826,on,13:30,6951
bus,20200826,on,13:45,6768
bus,20200826,on,14:00,8023
bus,20200826,on,14:15,8570
bus,20200826,on,14:30,11154
bus,20200826,on,14:45,12361
bus,20200826,on,15:00,17120
bus,20200826,on,15:15,17710
bus,20200826,on,15:30,17066
bus,20200826,on,15:45,12851
bus,20200826,on,16:00,11766
bus,20200826,on,16:15,11107
bus,20200826,on,16:30,10533
bus,20200826,on,16:45,9891
bus,20200826,on,17:00,11266
bus,20200826,on,17:15,10829
bus,20200826,on,17:30,9853
bus,20200826,on,17:45,9030
bus,20200826,on,18:00,8737
bus,20200826,on,18:15,7203
bus,20200826,on,18:30,5788
bus,20200826,on,18:45,4670
bus,20200826,on,19:00,4196
bus,20200826,on,19:15,3596
bus,20200826,on,19:30,2916
bus,20200826,on,19:45,2515
bus,20200826,on,20:00,2401
bus,20200826,on,20:15,2245
bus,20200826,on,20:30,1854
bus,20200826,on,20:45,1746
bus,20200826,on,21:00,1827
bus,20200826,on,21:15,1816
bus,20200826,on,21:30,1672
bus,20200826,on,21:45,1428
bus,20200826,on,22:00,1640
bus,20200826,on,22:15,1302
bus,20200826,on,22:30,1034
bus,20200826,on,22:45,958
bus,20200826,on,23:00,776
bus,20200826,on,23:15,593
bus,20200826,on,23:30,431
bus,20200826,on,23:45,375
bus,20200827,off,00:00,356
bus,20200827,off,00:15,300
bus,20200827,off,00:30,217
bus,20200827,off,00:45,191
bus,20200827,off,01:00,129
bus,20200827,off,01:15,144
bus,20200827,off,01:30,128
bus,20200827,off,01:45,105
bus,20200827,off,02:00,85
bus,20200827,off,02:15,140
bus,20200827,off,02:30,130
bus,20200827,off,02:45,76
bus,20200827,off,03:00,75
bus,20200827,off,03:15,111
bus,20200827,off,03:30,98
bus,20200827,off,03:45,149
bus,20200827,off,04:00,104
bus,20200827,off,04:15,187
bus,20200827,off,04:30,203
bus,20200827,off,04:45,386
bus,20200827,off,05:00,641
bus,20200827,off,05:15,1167
bus,20200827,off,05:30,1704
bus,20200827,off,05:45,2487
bus,20200827,off,06:00,3044
bus,20200827,off,06:15,4239
bus,20200827,off,06:30,5261
bus,20200827,off,06:45,6347
bus,20200827,off,07:00,5961
bus,20200827,off,07:15,7552
bus,20200827,off,07:30,9439
bus,20200827,off,07:45,11766
bus,20200827,off,08:00,12863
bus,20200827,off,08:15,14296
bus,20200827,off,08:30,14342
bus,20200827,off,08:45,11925
bus,20200827,off,09:00,8973
bus,20200827,off,09:15,7796
bus,20200827,off,09:30,7535
bus,20200827,off,09:45,7472
bus,20200827,off,10:00,6126
bus,20200827,off,10:15,5980
bus,20200827,off,10:30,6244
bus,20200827,off,10:45,6392
bus,20200827,off,11:00,5835
bus,20200827,off,11:15,6015
bus,20200827,off,11:30,6056
bus,20200827,off,11:45,6114
bus,20200827,off,12:00,5896
bus,20200827,off,12:15,6036
bus,20200827,off,12:30,6204
bus,20200827,off,12:45,6402
bus,20200827,off,13:00,6004
bus,20200827,off,13:15,6445
bus,20200827,off,13:30,6405
bus,20200827,off,13:45,6640
