mode,date,tap,time,count
bus,20201117,on,16:30,11636
bus,20201117,on,16:45,11208
bus,20201117,on,17:00,13036
bus,20201117,on,17:15,12692
bus,20201117,on,17:30,12299
bus,20201117,on,17:45,11026
bus,20201117,on,18:00,10256
bus,20201117,on,18:15,9174
bus,20201117,on,18:30,7046
bus,20201117,on,18:45,5754
bus,20201117,on,19:00,5113
bus,20201117,on,19:15,4158
bus,20201117,on,19:30,3605
bus,20201117,on,19:45,2989
bus,20201117,on,20:00,2866
bus,20201117,on,20:15,2769
bus,20201117,on,20:30,2309
bus,20201117,on,20:45,2188
bus,20201117,on,21:00,2161
bus,20201117,on,21:15,2212
bus,20201117,on,21:30,1802
bus,20201117,on,21:45,1735
bus,20201117,on,22:00,1675
bus,20201117,on,22:15,1379
bus,20201117,on,22:30,1084
bus,20201117,on,22:45,922
bus,20201117,on,23:00,804
bus,20201117,on,23:15,569
bus,20201117,on,23:30,472
bus,20201117,on,23:45,365
bus,20201118,off,00:00,293
bus,20201118,off,00:15,262
bus,20201118,off,00:30,208
bus,20201118,off,00:45,161
bus,20201118,off,01:00,113
bus,20201118,off,01:15,162
bus,20201118,off,01:30,147
bus,20201118,off,01:45,118
bus,20201118,off,02:00,114
bus,20201118,off,02:15,146
bus,20201118,off,02:30,125
bus,20201118,off,02:45,89
bus,20201118,off,03:00,108
bus,20201118,off,03:15,97
bus,20201118,off,03:30,107
bus,20201118,off,03:45,129
bus,20201118,off,04:00,128
bus,20201118,off,04:15,202
bus,20201118,off,04:30,192
bus,20201118,off,04:45,436
bus,20201118,off,05:00,830
bus,20201118,off,05:15,1288
bus,20201118,off,05:30,1898
bus,20201118,off,05:45,2935
bus,20201118,off,06:00,3436
bus,20201118,off,06:15,4826
bus,20201118,off,06:30,6458
bus,20201118,off,06:45,7551
bus,20201118,off,07:00,6914
bus,20201118,off,07:15,8912
bus,20201118,off,07:30,11511
bus,20201118,off,07:45,14190
bus,20201118,off,08:00,16059
bus,20201118,off,08:15,17382
bus,20201118,off,08:30,17842
bus,20201118,off,08:45,15868
bus,20201118,off,09:00,11379
bus,20201118,off,09:15,9911
bus,20201118,off,09:30,8923
bus,20201118,off,09:45,8396
bus,20201118,off,10:00,6916
bus,20201118,off,10:15,6922
bus,20201118,off,10:30,6890
bus,20201118,off,10:45,7126
bus,20201118,off,11:00,6392
bus,20201118,off,11:15,6680
bus,20201118,off,11:30,6759
bus,20201118,off,11:45,6701
bus,20201118,off,12:00,6310
bus,20201118,off,12:15,6698
bus,20201118,off,12:30,6822
bus,20201118,off,12:45,6882
bus,20201118,off,13:00,6865
bus,20201118,off,13:15,7196
bus,20201118,off,13:30,6971
bus,20201118,off,13:45,7419
bus,20201118,off,14:00,7088
bus,20201118,off,14:15,8103
bus,20201118,off,14:30,8469
bus,20201118,off,14:45,10342
bus,20201118,off,15:00,11099
bus,20201118,off,15:15,13137
bus,20201118,off,15:30,14346
bus,20201118,off,15:45,14202
bus,20201118,off,16:00,12760
bus,20201118,off,16:15,12177
bus,20201118,off,16:30,11189
bus,20201118,off,16:45,11106
bus,20201118,off,17:00,10643
bus,20201118,off,17:15,11431
bus,20201118,off,17:30,11908
bus,20201118,off,17:45,12063
bus,20201118,off,18:00,11886
bus,20201118,off,18:15,11086
bus,20201118,off,18:30,9621
bus,20201118,off,18:45,7994
bus,20201118,off,19:00,6483
bus,20201118,off,19:15,5386
bus,20201118,off,19:30,4398
bus,20201118,off,19:45,3898
bus,20201118,off,20:00,3229
bus,20201118,off,20:15,2889
bus,20201118,off,20:30,2619
bus,20201118,off,20:45,2253
bus,20201118,off,21:00,2211
bus,20201118,off,21:15,2199
bus,20201118,off,21:30,2107
bus,20201118,off,21:45,1953
bus,20201118,off,22:00,1775
bus,20201118,off,22:15,1807
bus,20201118,off,22:30,1671
bus,20201118,off,22:45,1598
bus,20201118,off,23:00,1241
bus,20201118,off,23:15,998
bus,20201118,off,23:30,749
bus,20201118,off,23:45,595
bus,20201118,on,00:00,255
bus,20201118,on,00:15,248
bus,20201118,on,00:30,193
bus,20201118,on,00:45,158
bus,20201118,on,01:00,148
bus,20201118,on,01:15,119
bus,20201118,on,01:30,163
bus,20201118,on,01:45,109
bus,20201118,on,02:00,135
bus,20201118,on,02:15,100
bus,20201118,on,02:30,137
bus,20201118,on,02:45,96
bus,20201118,on,03:00,92
bus,20201118,on,03:15,100
bus,20201118,on,03:30,136
bus,20201118,on,03:45,132
bus,20201118,on,04:00,171
bus,20201118,on,04:15,211
bus,20201118,on,04:30,422
bus,20201118,on,04:45,734
bus,20201118,on,05:00,1231
bus,20201118,on,05:15,2004
bus,20201118,on,05:30,2879
bus,20201118,on,05:45,3868
bus,20201118,on,06:00,5264
bus,20201118,on,06:15,6612
bus,20201118,on,06:30,7345
bus,20201118,on,06:45,7806
bus,20201118,on,07:00,10594
bus,20201118,on,07:15,13264
bus,20201118,on,07:30,17376
bus,20201118,on,07:45,19161
bus,20201118,on,08:00,19596
bus,20201118,on,08:15,18570
bus,20201118,on,08:30,15814
bus,20201118,on,08:45,11362
bus,20201118,on,09:00,9948
bus,20201118,on,09:15,8981
bus,20201118,on,09:30,8274
bus,20201118,on,09:45,7198
bus,20201118,on,10:00,7446
bus,20201118,on,10:15,7126
bus,20201118,on,10:30,7246
bus,20201118,on,10:45,6721
bus,20201118,on,11:00,7088
bus,20201118,on,11:15,6964
bus,20201118,on,11:30,7025
bus,20201118,on,11:45,6585
bus,20201118,on,12:00,6904
bus,20201118,on,12:15,7247
bus,20201118,on,12:30,7126
bus,20201118,on,12:45,7252
bus,20201118,on,13:00,7565
bus,20201118,on,13:15,7555
bus,20201118,on,13:30,7730
bus,20201118,on,13:45,7460
bus,20201118,on,14:00,8816
bus,20201118,on,14:15,9063
bus,20201118,on,14:30,11890
bus,20201118,on,14:45,12786
bus,20201118,on,15:00,17432
bus,20201118,on,15:15,17644
bus,20201118,on,15:30,17809
bus,20201118,on,15:45,13416
bus,20201118,on,16:00,13097
bus,20201118,on,16:15,11909
bus,20201118,on,16:30,11530
bus,20201118,on,16:45,11363
bus,20201118,on,17:00,12956
bus,20201118,on,17:15,12940
bus,20201118,on,17:30,12195
bus,20201118,on,17:45,11449
bus,20201118,on,18:00,10743
bus,20201118,on,18:15,9041
bus,20201118,on,18:30,7653
bus,20201118,on,18:45,6273
bus,20201118,on,19:00,5525
bus,20201118,on,19:15,4538
bus,20201118,on,19:30,3863
bus,20201118,on,19:45,3394
bus,20201118,on,20:00,3026
bus,20201118,on,20:15,2707
bus,20201118,on,20:30,2334
